"Points:0","Points:1","Points:2","T","U:0","U:1","U:2","X_N2","X_N2O3","X_N2O4","X_N2O5","X_NO","X_NO2","X_NO3","X_O","X_O2","X_O3","vtkGhostType"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.13,-0.012353,1.4901e-08,344.53,-1.2014,-0.38295,-0.033307,0.78995,6.3051e-13,1.3664e-08,1.4909e-05,9.8411e-08,0.00020859,4.5583e-08,3.0387e-10,0.20966,0.00016485,0
-0.129,-0.012353,1.4901e-08,344.53,-1.1574,-0.36689,-0.011691,0.78995,6.3065e-13,1.3665e-08,1.4907e-05,9.8429e-08,0.0002086,4.5578e-08,3.0386e-10,0.20966,0.00016485,0
-0.12799,-0.012353,1.4901e-08,344.53,-1.1102,-0.3422,0.0078122,0.78995,6.3196e-13,1.3678e-08,1.4886e-05,9.8585e-08,0.0002087,4.5504e-08,3.0355e-10,0.20966,0.00016469,0
-0.12699,-0.012353,1.4901e-08,344.53,-1.0889,-0.33099,0.051501,0.78995,6.3563e-13,1.3722e-08,1.4814e-05,9.8999e-08,0.00020904,4.5248e-08,3.0258e-10,0.20966,0.00016418,0
-0.12598,-0.012353,1.4901e-08,344.53,-1.0936,-0.33295,0.085758,0.78995,6.389e-13,1.3759e-08,1.4759e-05,9.938e-08,0.00020933,4.5046e-08,3.0171e-10,0.20966,0.00016373,0
-0.12498,-0.012353,1.4901e-08,344.53,-1.1152,-0.30664,0.11575,0.78995,6.4065e-13,1.3769e-08,1.4754e-05,9.9618e-08,0.00020941,4.5004e-08,3.0133e-10,0.20966,0.00016352,0
-0.12397,-0.012353,1.4901e-08,344.53,-1.15,-0.28625,0.1116,0.78995,6.4137e-13,1.3767e-08,1.4771e-05,9.9739e-08,0.00020939,4.5038e-08,3.0118e-10,0.20966,0.00016344,0
-0.12297,-0.012353,1.4901e-08,344.53,-1.1953,-0.23578,0.090565,0.78995,6.4085e-13,1.3748e-08,1.482e-05,9.9728e-08,0.00020925,4.5175e-08,3.0136e-10,0.20966,0.00016353,0
-0.12196,-0.012353,1.4901e-08,344.53,-1.2032,-0.16627,0.028472,0.78995,6.4058e-13,1.3725e-08,1.4872e-05,9.9766e-08,0.00020907,4.533e-08,3.0164e-10,0.20966,0.00016367,0
-0.12096,-0.012353,1.4901e-08,344.53,-1.1918,-0.093306,-0.02433,0.78995,6.3954e-13,1.3696e-08,1.4933e-05,9.9706e-08,0.00020886,4.5516e-08,3.0205e-10,0.20966,0.00016388,0
-0.11995,-0.012353,1.4901e-08,344.53,-1.1771,-0.023494,-0.054613,0.78995,6.3824e-13,1.3668e-08,1.4991e-05,9.9604e-08,0.00020864,4.5698e-08,3.0249e-10,0.20966,0.00016411,0
-0.11895,-0.012353,1.4901e-08,344.53,-1.1635,0.028401,-0.033584,0.78995,6.3902e-13,1.3662e-08,1.5008e-05,9.9748e-08,0.00020859,4.5744e-08,3.0254e-10,0.20966,0.00016413,0
-0.11794,-0.012353,1.4901e-08,344.53,-1.1373,0.063828,-0.0057701,0.78995,6.4324e-13,1.3689e-08,1.4963e-05,1.003e-07,0.0002088,4.5592e-08,3.0199e-10,0.20966,0.00016385,0
-0.11694,-0.012353,1.4901e-08,344.53,-1.1399,0.058771,-0.0016469,0.78995,6.5034e-13,1.3744e-08,1.4864e-05,1.012e-07,0.00020922,4.5265e-08,3.0093e-10,0.20966,0.0001633,0
-0.11593,-0.012353,1.4901e-08,344.53,-1.1601,0.023376,-0.059666,0.78995,6.6014e-13,1.3825e-08,1.4719e-05,1.0242e-07,0.00020983,4.4788e-08,2.994e-10,0.20966,0.00016251,0
-0.11493,-0.012353,1.4901e-08,344.53,-1.1748,-0.0047774,-0.17029,0.78995,6.7626e-13,1.3953e-08,1.4483e-05,1.0442e-07,0.0002108,4.4033e-08,2.9708e-10,0.20966,0.0001613,0
-0.11392,-0.012353,1.4901e-08,344.54,-1.1919,-0.031715,-0.30025,0.78995,6.9434e-13,1.4096e-08,1.4217e-05,1.0664e-07,0.00021188,4.3197e-08,2.9453e-10,0.20966,0.00015999,0
-0.11292,-0.012353,1.4901e-08,344.54,-1.1928,-0.036244,-0.40113,0.78995,7.1091e-13,1.423e-08,1.3971e-05,1.0866e-07,0.00021288,4.2417e-08,2.9213e-10,0.20966,0.00015875,0
-0.11191,-0.012353,1.4901e-08,344.54,-1.2014,-0.03619,-0.44583,0.78995,7.3051e-13,1.4387e-08,1.3679e-05,1.1103e-07,0.00021406,4.1516e-08,2.8941e-10,0.20966,0.00015733,0
-0.11091,-0.012353,1.4901e-08,344.54,-1.2282,-0.017175,-0.45941,0.78995,7.4971e-13,1.4542e-08,1.3388e-05,1.133e-07,0.0002152,4.064e-08,2.8684e-10,0.20966,0.00015601,0
-0.10991,-0.012353,1.4901e-08,344.54,-1.2363,-0.0054855,-0.45509,0.78995,7.6458e-13,1.4666e-08,1.3154e-05,1.1506e-07,0.00021612,3.9935e-08,2.848e-10,0.20966,0.00015495,0
-0.1089,-0.012353,1.4901e-08,344.54,-1.2354,0.00054744,-0.46823,0.78995,7.7803e-13,1.4779e-08,1.2939e-05,1.1665e-07,0.00021695,3.9288e-08,2.8296e-10,0.20966,0.000154,0
-0.1079,-0.012353,1.4901e-08,344.54,-1.2369,0.021504,-0.48688,0.78995,7.8641e-13,1.4853e-08,1.2786e-05,1.1761e-07,0.00021749,3.8852e-08,2.8193e-10,0.20966,0.00015348,0
-0.10689,-0.012353,1.4901e-08,344.54,-1.2316,0.048882,-0.49497,0.78995,7.8983e-13,1.4891e-08,1.2697e-05,1.1798e-07,0.00021777,3.8611e-08,2.8158e-10,0.20966,0.0001533,0
-0.10589,-0.012353,1.4901e-08,344.54,-1.226,0.082816,-0.49006,0.78995,7.9177e-13,1.4915e-08,1.263e-05,1.1819e-07,0.00021795,3.8436e-08,2.8145e-10,0.20966,0.00015324,0
-0.10488,-0.012353,1.4901e-08,344.54,-1.2213,0.11683,-0.47471,0.78995,7.9095e-13,1.4918e-08,1.2598e-05,1.1806e-07,0.00021797,3.8377e-08,2.8177e-10,0.20966,0.00015342,0
-0.10388,-0.012353,1.4901e-08,344.54,-1.1965,0.12858,-0.4235,0.78995,7.8641e-13,1.4898e-08,1.2594e-05,1.1747e-07,0.00021782,3.8418e-08,2.8264e-10,0.20966,0.00015389,0
-0.10287,-0.012353,1.4901e-08,344.53,-1.1745,0.13624,-0.35732,0.78995,7.8256e-13,1.4886e-08,1.2563e-05,1.1696e-07,0.00021773,3.8397e-08,2.8359e-10,0.20966,0.0001544,0
-0.10187,-0.012353,1.4901e-08,344.53,-1.1605,0.13528,-0.28755,0.78995,7.8083e-13,1.4888e-08,1.2499e-05,1.167e-07,0.00021774,3.8287e-08,2.8437e-10,0.20966,0.00015482,0
-0.10086,-0.012353,1.4901e-08,344.53,-1.1616,0.10577,-0.21158,0.78995,7.8162e-13,1.4918e-08,1.2354e-05,1.1671e-07,0.00021795,3.7977e-08,2.8511e-10,0.20966,0.00015525,0
-0.099858,-0.012353,1.4901e-08,344.53,-1.1895,0.039439,-0.18528,0.78995,7.893e-13,1.4997e-08,1.2073e-05,1.1754e-07,0.00021851,3.7336e-08,2.8569e-10,0.20966,0.0001556,0
-0.098853,-0.012353,1.4901e-08,344.53,-1.2179,-0.057761,-0.17838,0.78995,8.01e-13,1.5098e-08,1.175e-05,1.1888e-07,0.00021923,3.6573e-08,2.8591e-10,0.20966,0.00015577,0
-0.097848,-0.012353,1.4901e-08,344.53,-1.2575,-0.16826,-0.19937,0.78995,8.1817e-13,1.5244e-08,1.1328e-05,1.2087e-07,0.00022028,3.5539e-08,2.8561e-10,0.20966,0.00015568,0
-0.096844,-0.012353,1.4901e-08,344.52,-1.2631,-0.30107,-0.24586,0.78995,8.3565e-13,1.5362e-08,1.0969e-05,1.2298e-07,0.00022112,3.4688e-08,2.8564e-10,0.20966,0.00015574,0
-0.095839,-0.012353,1.4901e-08,344.52,-1.2337,-0.37009,-0.24211,0.78995,8.4903e-13,1.5442e-08,1.0713e-05,1.2463e-07,0.0002217,3.4091e-08,2.8582e-10,0.20966,0.00015588,0
-0.094834,-0.012353,1.4901e-08,344.52,-1.2205,-0.39883,-0.22643,0.78995,8.6022e-13,1.5522e-08,1.0472e-05,1.2596e-07,0.00022226,3.3522e-08,2.8585e-10,0.20966,0.00015593,0
-0.093829,-0.012353,1.4901e-08,344.52,-1.1944,-0.3829,-0.18046,0.78995,8.6581e-13,1.5558e-08,1.0346e-05,1.2664e-07,0.00022251,3.324e-08,2.861e-10,0.20966,0.00015609,0
-0.092825,-0.012353,1.4901e-08,344.52,-1.2156,-0.31453,-0.14857,0.78995,8.6393e-13,1.5545e-08,1.0344e-05,1.2642e-07,0.00022242,3.3266e-08,2.8664e-10,0.20966,0.00015638,0
-0.09182,-0.012353,1.4901e-08,344.52,-1.2464,-0.26021,-0.1064,0.78995,8.5815e-13,1.5507e-08,1.0412e-05,1.2573e-07,0.00022215,3.346e-08,2.8728e-10,0.20966,0.00015671,0
-0.090815,-0.012353,1.4901e-08,344.52,-1.2136,-0.18268,-0.099279,0.78995,8.5246e-13,1.5478e-08,1.0485e-05,1.2501e-07,0.00022194,3.364e-08,2.8746e-10,0.20966,0.0001568,0
-0.08981,-0.012353,1.4901e-08,344.52,-1.1402,-0.11745,-0.095931,0.78995,8.4611e-13,1.5476e-08,1.0505e-05,1.2409e-07,0.00022193,3.3675e-08,2.8726e-10,0.20966,0.00015668,0
-0.088806,-0.012353,1.4901e-08,344.52,-0.9909,0.11521,-0.012872,0.78995,8.1908e-13,1.533e-08,1.0944e-05,1.207e-07,0.0002209,3.4706e-08,2.8725e-10,0.20966,0.00015661,0
-0.087801,-0.012353,1.4901e-08,344.52,-0.96393,0.27793,0.0036444,0.78995,8.0049e-13,1.5198e-08,1.1293e-05,1.1848e-07,0.00021995,3.5571e-08,2.8793e-10,0.20966,0.00015692,0
-0.086796,-0.012353,1.4901e-08,344.52,-1.0151,0.36881,0.01911,0.78995,7.9046e-13,1.5099e-08,1.1494e-05,1.1737e-07,0.00021924,3.6126e-08,2.8928e-10,0.20966,0.00015761,0
-0.085791,-0.012353,1.4901e-08,344.52,-1.1234,0.2453,-0.10146,0.78995,7.944e-13,1.5073e-08,1.1473e-05,1.1806e-07,0.00021904,3.6158e-08,2.9068e-10,0.20966,0.00015837,0
-0.084787,-0.012353,1.4901e-08,344.52,-1.1935,0.038953,-0.23246,0.78995,8.0845e-13,1.5094e-08,1.132e-05,1.2006e-07,0.00021918,3.586e-08,2.9193e-10,0.20966,0.00015906,0
-0.083782,-0.012353,1.4901e-08,344.52,-1.1751,-0.13501,-0.28912,0.78995,8.2814e-13,1.5127e-08,1.1131e-05,1.2285e-07,0.0002194,3.5477e-08,2.9314e-10,0.20966,0.00015974,0
-0.082777,-0.012353,1.4901e-08,344.52,-1.1505,-0.18034,-0.32896,0.78995,8.4836e-13,1.5148e-08,1.1e-05,1.2576e-07,0.00021954,3.5215e-08,2.9407e-10,0.20966,0.00016025,0
-0.081773,-0.012353,1.4901e-08,344.52,-1.1445,-0.1188,-0.43229,0.78995,8.7764e-13,1.517e-08,1.0906e-05,1.3001e-07,0.0002197,3.5004e-08,2.9443e-10,0.20966,0.00016047,0
-0.080768,-0.012353,1.4901e-08,344.52,-1.1459,-0.098637,-0.47847,0.78995,9.305e-13,1.5205e-08,1.079e-05,1.3768e-07,0.00021994,3.4724e-08,2.9457e-10,0.20966,0.00016056,0
-0.079763,-0.012353,1.4901e-08,344.52,-1.1538,-0.11004,-0.30403,0.78995,1.0471e-12,1.5248e-08,1.0707e-05,1.547e-07,0.00022026,3.4455e-08,2.9384e-10,0.20966,0.00016018,0
-0.078758,-0.012353,1.4901e-08,344.52,-1.2371,-0.058647,-0.019066,0.78995,1.3005e-12,1.5346e-08,1.0624e-05,1.9143e-07,0.00022098,3.4024e-08,2.9076e-10,0.20966,0.00015854,0
-0.077754,-0.012353,1.4901e-08,344.52,-1.4365,-0.010364,0.1076,0.78995,1.7204e-12,1.5567e-08,1.0374e-05,2.5123e-07,0.00022258,3.3014e-08,2.8484e-10,0.20966,0.00015541,0
-0.076749,-0.012353,1.4901e-08,344.52,-1.5951,-0.061023,0.13747,0.78995,2.2576e-12,1.5886e-08,9.9577e-06,3.2626e-07,0.00022487,3.153e-08,2.7724e-10,0.20966,0.00015139,0
-0.075744,-0.012353,1.4901e-08,344.53,-1.6258,-0.11001,0.22412,0.78995,2.8072e-12,1.6217e-08,9.5038e-06,4.0161e-07,0.00022722,3.0002e-08,2.6983e-10,0.20966,0.00014748,0
-0.074739,-0.012353,1.4901e-08,344.53,-1.6212,-0.071838,0.24193,0.78996,3.2549e-12,1.6467e-08,9.148e-06,4.6202e-07,0.00022898,2.8853e-08,2.6447e-10,0.20966,0.00014465,0
-0.073735,-0.012353,1.4901e-08,344.53,-1.5903,-0.062521,0.14918,0.78996,3.612e-12,1.664e-08,8.8939e-06,5.0992e-07,0.00023019,2.8054e-08,2.6091e-10,0.20966,0.00014277,0
-0.07273,-0.012353,1.4901e-08,344.53,-1.5446,-0.10979,0.051009,0.78996,4.028e-12,1.6825e-08,8.6199e-06,5.6538e-07,0.00023146,2.7205e-08,2.5719e-10,0.20966,0.00014081,0
-0.071725,-0.012353,1.4901e-08,344.53,-1.5265,-0.16057,0.070542,0.78996,4.6401e-12,1.7103e-08,8.2229e-06,6.4614e-07,0.00023338,2.597e-08,2.5143e-10,0.20966,0.00013776,0
-0.07072,-0.012353,1.4901e-08,344.54,-1.5202,-0.16807,0.26915,0.78996,5.3481e-12,1.7419e-08,7.7848e-06,7.3837e-07,0.00023555,2.4613e-08,2.4478e-10,0.20966,0.00013423,0
-0.069716,-0.012353,1.4901e-08,344.54,-1.4968,-0.14722,0.44523,0.78996,5.7022e-12,1.7551e-08,7.5941e-06,7.847e-07,0.00023646,2.4031e-08,2.421e-10,0.20966,0.00013281,0
-0.068711,-0.012353,1.4901e-08,344.54,-1.4641,-0.17184,0.34226,0.78996,5.2839e-12,1.7305e-08,7.9003e-06,7.3185e-07,0.00023477,2.5002e-08,2.4765e-10,0.20966,0.00013576,0
-0.067706,-0.012353,1.4901e-08,344.53,-1.3983,-0.21677,0.10403,0.78996,4.4002e-12,1.6832e-08,8.5145e-06,6.1741e-07,0.0002315,2.6964e-08,2.5818e-10,0.20966,0.00014135,0
-0.066701,-0.012353,1.4901e-08,344.53,-1.318,-0.16849,0.02637,0.78996,3.6321e-12,1.6416e-08,9.0849e-06,5.159e-07,0.0002286,2.8791e-08,2.6724e-10,0.20966,0.00014615,0
-0.065697,-0.012353,1.4901e-08,344.53,-1.2643,-0.039622,0.11454,0.78995,3.1779e-12,1.6167e-08,9.4591e-06,4.5504e-07,0.00022685,2.9957e-08,2.7229e-10,0.20966,0.00014881,0
-0.064692,-0.012353,1.4901e-08,344.52,-1.2205,0.080838,0.15476,0.78995,2.7986e-12,1.5957e-08,9.7786e-06,4.0352e-07,0.00022536,3.0967e-08,2.7657e-10,0.20966,0.00015106,0
-0.063687,-0.012353,1.4901e-08,344.52,-1.2036,0.16559,0.072993,0.78995,2.4879e-12,1.5768e-08,1.0044e-05,3.6099e-07,0.00022402,3.1852e-08,2.8075e-10,0.20966,0.00015327,0
-0.062682,-0.012353,1.4901e-08,344.52,-1.2074,0.21002,0.034104,0.78995,2.4891e-12,1.5743e-08,1.0051e-05,3.6142e-07,0.00022383,3.1919e-08,2.8167e-10,0.20966,0.00015376,0
-0.061678,-0.012353,1.4901e-08,344.52,-1.178,0.25477,0.16684,0.78995,2.965e-12,1.5996e-08,9.637e-06,4.2686e-07,0.00022563,3.0638e-08,2.7687e-10,0.20966,0.00015125,0
-0.060673,-0.012353,1.4901e-08,344.52,-1.0908,0.33285,0.32509,0.78995,3.6273e-12,1.6362e-08,9.0385e-06,5.1653e-07,0.00022821,2.8827e-08,2.7003e-10,0.20966,0.00014766,0
-0.059668,-0.012353,1.4901e-08,344.52,-0.98061,0.39323,0.34662,0.78996,4.1144e-12,1.6638e-08,8.5505e-06,5.8127e-07,0.00023013,2.7447e-08,2.6548e-10,0.20966,0.00014529,0
-0.058664,-0.012353,1.4901e-08,344.52,-0.90739,0.39199,0.30208,0.78996,4.3188e-12,1.6764e-08,8.2717e-06,6.0811e-07,0.000231,2.6746e-08,2.642e-10,0.20966,0.00014464,0
-0.057659,-0.012353,1.4901e-08,344.52,-0.89616,0.31275,0.21794,0.78995,4.1419e-12,1.6679e-08,8.3038e-06,5.847e-07,0.0002304,2.6996e-08,2.6721e-10,0.20966,0.00014625,0
-0.056654,-0.012353,1.4901e-08,344.52,-0.91569,0.1898,0.094281,0.78995,3.7284e-12,1.6457e-08,8.5586e-06,5.2983e-07,0.00022885,2.7897e-08,2.7272e-10,0.20966,0.00014918,0
-0.055649,-0.012353,1.4901e-08,344.52,-0.92603,0.02625,0.0061741,0.78995,3.4874e-12,1.6341e-08,8.6877e-06,4.9736e-07,0.00022803,2.8376e-08,2.7571e-10,0.20966,0.00015077,0
-0.054645,-0.012353,1.4901e-08,344.52,-0.90296,-0.16477,-0.030698,0.78995,3.714e-12,1.651e-08,8.4122e-06,5.2678e-07,0.0002292,2.7592e-08,2.727e-10,0.20966,0.00014919,0
-0.05364,-0.012353,1.4901e-08,344.52,-0.78553,-0.34241,-0.0053488,0.78996,4.2782e-12,1.6872e-08,7.8442e-06,6.0028e-07,0.00023172,2.5944e-08,2.6587e-10,0.20966,0.0001456,0
-0.052635,-0.012353,1.4901e-08,344.52,-0.60586,-0.44504,0.046699,0.78996,4.7779e-12,1.7181e-08,7.3444e-06,6.647e-07,0.00023384,2.4542e-08,2.6036e-10,0.20966,0.0001427,0
-0.05163,-0.012353,1.4901e-08,344.52,-0.51268,-0.37198,0.059319,0.78996,4.9323e-12,1.7292e-08,7.1085e-06,6.8418e-07,0.0002346,2.3972e-08,2.5921e-10,0.20966,0.00014212,0
-0.050626,-0.012353,1.4901e-08,344.52,-0.49573,-0.16164,0.063357,0.78996,4.755e-12,1.7226e-08,7.0871e-06,6.6081e-07,0.00023413,2.4099e-08,2.6218e-10,0.20966,0.00014372,0
-0.049621,-0.012353,1.4901e-08,344.51,-0.44965,0.070448,0.10061,0.78995,4.2359e-12,1.6981e-08,7.2029e-06,5.93e-07,0.00023243,2.4817e-08,2.7039e-10,0.20966,0.00014812,0
-0.048616,-0.012353,1.4901e-08,344.51,-0.48393,0.21265,0.21987,0.78995,3.9926e-12,1.6861e-08,7.2907e-06,5.6095e-07,0.00023159,2.5219e-08,2.7404e-10,0.20966,0.00015008,0
-0.047611,-0.012353,1.4901e-08,344.51,-0.48282,0.30038,0.21376,0.78995,3.7189e-12,1.6707e-08,7.6e-06,5.2483e-07,0.00023052,2.6018e-08,2.7604e-10,0.20966,0.00015111,0
-0.046607,-0.012353,1.4901e-08,344.51,-0.4008,0.35326,0.14867,0.78995,3.3151e-12,1.6454e-08,8.0638e-06,4.7122e-07,0.00022876,2.7283e-08,2.7994e-10,0.20966,0.00015314,0
-0.045602,-0.012353,1.4901e-08,344.51,-0.30915,0.37214,0.17115,0.78995,3.1626e-12,1.6392e-08,8.1245e-06,4.5039e-07,0.00022833,2.7529e-08,2.8167e-10,0.20966,0.00015406,0
-0.044597,-0.012353,1.4901e-08,344.51,-0.21584,0.31156,0.24351,0.78995,3.208e-12,1.6475e-08,7.8716e-06,4.5593e-07,0.00022889,2.6976e-08,2.8181e-10,0.20966,0.00015417,0
-0.043592,-0.012353,1.4901e-08,344.5,-0.12441,0.17115,0.27899,0.78995,3.1569e-12,1.6451e-08,7.7628e-06,4.4902e-07,0.00022871,2.6874e-08,2.8428e-10,0.20966,0.00015552,0
-0.042588,-0.012353,1.4901e-08,344.5,-0.034822,0.073166,0.25773,0.78995,3.0753e-12,1.6406e-08,7.7845e-06,4.3798e-07,0.0002284,2.7013e-08,2.858e-10,0.20966,0.00015633,0
-0.041583,-0.012353,1.4901e-08,344.51,0.045604,0.015055,0.18393,0.78995,3.0115e-12,1.6427e-08,7.8505e-06,4.2864e-07,0.00022855,2.7082e-08,2.841e-10,0.20966,0.00015541,0
-0.040578,-0.012353,1.4901e-08,344.51,0.083794,-0.060978,0.10978,0.78995,2.8979e-12,1.6442e-08,7.981e-06,4.1231e-07,0.00022867,2.7267e-08,2.8175e-10,0.20966,0.00015412,0
-0.039573,-0.012353,1.4901e-08,344.51,0.057302,-0.15843,0.10019,0.78995,2.641e-12,1.6334e-08,8.2481e-06,3.7698e-07,0.00022793,2.7935e-08,2.8253e-10,0.20966,0.0001545,0
-0.038569,-0.012353,1.4901e-08,344.51,0.013986,-0.23561,0.13108,0.78995,2.3803e-12,1.6168e-08,8.5305e-06,3.415e-07,0.00022676,2.8756e-08,2.8547e-10,0.20966,0.00015604,0
-0.037564,-0.012353,1.4901e-08,344.51,-0.010747,-0.27812,0.15649,0.78995,2.2595e-12,1.6104e-08,8.6245e-06,3.2481e-07,0.0002263,2.9059e-08,2.8684e-10,0.20966,0.00015676,0
-0.036559,-0.012353,1.4901e-08,344.51,-0.016708,-0.28975,0.14682,0.78995,2.0607e-12,1.5954e-08,8.9179e-06,2.976e-07,0.00022525,2.9864e-08,2.8898e-10,0.20966,0.00015786,0
-0.035554,-0.012353,1.4901e-08,344.51,0.015147,-0.28255,0.10375,0.78995,1.7648e-12,1.5681e-08,9.5365e-06,2.5703e-07,0.00022332,3.1466e-08,2.9174e-10,0.20966,0.00015924,0
-0.03455,-0.012353,1.4901e-08,344.51,0.041795,-0.18279,0.052699,0.78995,1.5562e-12,1.5501e-08,1.0012e-05,2.2797e-07,0.00022205,3.2651e-08,2.927e-10,0.20966,0.00015968,0
-0.033545,-0.012353,1.4901e-08,344.51,0.02176,-0.013711,0.080897,0.78995,1.6211e-12,1.5558e-08,9.9907e-06,2.371e-07,0.00022247,3.2466e-08,2.9056e-10,0.20966,0.00015854,0
-0.03254,-0.012353,1.4901e-08,344.51,0.0014138,0.084861,-0.018461,0.78995,1.1592e-12,1.4933e-08,1.1117e-05,1.7306e-07,0.00021795,3.581e-08,3.0129e-10,0.20966,0.0001641,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.030531,-0.012353,1.4901e-08,343.25,0.19891,17.617,0.022345,0.78964,0,0,0,5.6434e-37,1.3379e-34,5.7795e-38,1.8029e-09,0.20946,0.0009,0
-0.029526,-0.012353,1.4901e-08,343.25,0.13559,17.523,0.11036,0.78964,0,0,0,6.0259e-37,1.4361e-34,6.5933e-38,1.8029e-09,0.20946,0.0009,0
-0.028521,-0.012353,1.4901e-08,343.25,0.1367,16.994,-0.052885,0.78964,0,0,0,6.1654e-37,1.472e-34,6.9213e-38,1.8029e-09,0.20946,0.0009,0
-0.027517,-0.012353,1.4901e-08,343.25,-0.022783,16.97,-0.032991,0.78964,0,0,0,6.1713e-37,1.4737e-34,6.9519e-38,1.8029e-09,0.20946,0.0009,0
-0.026512,-0.012353,1.4901e-08,343.25,-0.024905,17.338,0.055178,0.78964,0,0,0,6.0736e-37,1.4483e-34,6.7038e-38,1.8029e-09,0.20946,0.0009,0
-0.025507,-0.012353,1.4901e-08,343.25,-0.14988,17.746,0.022841,0.78964,0,0,0,5.6786e-37,1.3472e-34,5.8513e-38,1.8029e-09,0.20946,0.0009,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.023498,-0.012353,1.4901e-08,344.42,-0.13464,-0.38383,-0.54989,0.78993,8.9329e-12,1.4994e-08,5.8576e-06,1.3299e-06,0.00021779,2.5554e-08,3.6743e-10,0.20964,0.00020039,0
-0.022493,-0.012353,1.4901e-08,344.42,-0.87468,-0.46397,-0.52678,0.78993,1.0686e-11,1.5214e-08,5.4606e-06,1.5793e-06,0.00021938,2.4211e-08,3.6281e-10,0.20964,0.00019801,0
-0.021488,-0.012353,1.4901e-08,344.39,-0.97679,-0.78879,-0.61079,0.78993,9.1334e-12,1.4546e-08,5.479e-06,1.3796e-06,0.00021436,2.5769e-08,3.9166e-10,0.20964,0.00021337,0
-0.020483,-0.012353,1.4901e-08,344.36,-1.0238,-0.51745,-0.72227,0.78992,6.7535e-12,1.3679e-08,5.6387e-06,1.0509e-06,0.0002077,2.8241e-08,4.285e-10,0.20963,0.00023285,0
-0.019479,-0.012353,1.4901e-08,344.34,-1.0795,-0.53522,-0.81935,0.78991,4.496e-12,1.2822e-08,5.8988e-06,7.2257e-07,0.00020093,3.1059e-08,4.6482e-10,0.20963,0.00025194,0
-0.018474,-0.012353,1.4901e-08,344.32,-1.14,-0.68387,-0.88528,0.78991,3.4022e-12,1.2396e-08,6.0591e-06,5.5662e-07,0.0001975,3.2607e-08,4.8294e-10,0.20963,0.00026143,0
-0.017469,-0.012353,1.4901e-08,344.32,-1.059,-0.68329,-0.63911,0.78991,3.2559e-12,1.2379e-08,6.0857e-06,5.3308e-07,0.00019736,3.2742e-08,4.8345e-10,0.20963,0.00026169,0
-0.016464,-0.012353,1.4901e-08,344.33,-0.92229,-0.42717,-0.50593,0.78991,3.3494e-12,1.2488e-08,6.074e-06,5.4599e-07,0.00019825,3.2447e-08,4.7845e-10,0.20963,0.00025906,0
-0.01546,-0.012353,1.4901e-08,344.33,-0.77834,-0.22562,-0.40255,0.78991,3.584e-12,1.2684e-08,6.0561e-06,5.7966e-07,0.00019985,3.1907e-08,4.6946e-10,0.20963,0.00025434,0
-0.014455,-0.012353,1.4901e-08,344.34,-0.6204,-0.2259,-0.26921,0.78991,3.941e-12,1.294e-08,6.0411e-06,6.3109e-07,0.00020191,3.1213e-08,4.577e-10,0.20963,0.00024816,0
-0.01345,-0.012353,1.4901e-08,344.35,-0.56695,-0.29789,-0.050986,0.78991,4.1879e-12,1.3123e-08,6.0784e-06,6.6606e-07,0.00020337,3.0806e-08,4.4872e-10,0.20963,0.00024342,0
-0.012445,-0.012353,1.4901e-08,344.36,-0.59992,-0.32228,0.20223,0.78992,4.418e-12,1.3275e-08,6.1491e-06,6.9865e-07,0.00020458,3.0532e-08,4.4077e-10,0.20963,0.00023921,0
-0.011441,-0.012353,1.4901e-08,344.37,-0.6839,-0.35865,0.28498,0.78992,4.9343e-12,1.3544e-08,6.1397e-06,7.725e-07,0.0002067,2.9804e-08,4.2857e-10,0.20963,0.00023278,0
-0.010436,-0.012353,1.4901e-08,344.37,-0.67411,-0.35836,0.39935,0.78992,5.1062e-12,1.3598e-08,6.2317e-06,7.9786e-07,0.00020713,2.979e-08,4.2481e-10,0.20964,0.00023076,0
-0.0094313,-0.012353,1.4901e-08,344.37,-0.57693,-0.18892,0.50055,0.78992,4.9138e-12,1.3454e-08,6.4086e-06,7.719e-07,0.00020602,3.0425e-08,4.2887e-10,0.20964,0.00023287,0
