"N2_PPM","N2O3_PPM","N2O4_PPM","N2O5_PPM","NO2_PPM","NO3_PPM","NO_PPM","O2_PPM","O3_PPM","O_PPM","Phi","T","U:0","U:1","U:2","vtkGhostType","Points:0","Points:1","Points:2"
790140,0.000960567,0.00336885,4.1518e-09,99.9922,2.32365e-09,299.999,209460,4.49095e-11,2.16385e-13,1.92477e+13,343.15,-1.38801,0.0238691,0.0644755,0,0.0815998,-0.00997863,-1.54923e-19
789949,6.66576e-07,0.0140723,14.0698,211.7,0.0429915,0.102534,209663,161.593,0.000297494,2.62144,344.532,-1.45996,-0.433499,0.0216052,0,-0.13,-0.00947721,-1.54923e-19
789949,6.67097e-07,0.0140785,14.0581,211.748,0.0429541,0.102592,209663,161.535,0.000297381,2.62298,344.532,-1.46218,-0.436074,0.0218082,0,-0.1295,-0.00947721,-1.54923e-19
789950,6.69058e-07,0.0140983,14.0225,211.897,0.0428408,0.10282,209663,161.345,0.000297015,2.62792,344.532,-1.40506,-0.465176,0.0463437,0,-0.129,-0.00947721,-1.54923e-19
789950,6.72154e-07,0.0141309,13.9618,212.142,0.0426495,0.103177,209663,161.048,0.000296439,2.63583,344.533,-1.32229,-0.523886,0.0806755,0,-0.128499,-0.00947721,-1.54923e-19
789950,6.76173e-07,0.0141736,13.8836,212.464,0.0424005,0.103639,209663,160.646,0.000295663,2.64642,344.533,-1.2571,-0.570482,0.112126,0,-0.127999,-0.00947721,-1.54923e-19
789950,6.77989e-07,0.0141896,13.8579,212.584,0.0423154,0.103857,209663,160.473,0.00029533,2.65079,344.533,-1.22746,-0.572231,0.126715,0,-0.127499,-0.00947721,-1.54923e-19
789950,6.80824e-07,0.0142173,13.8093,212.793,0.0421586,0.10419,209663,160.197,0.000294798,2.65797,344.533,-1.18428,-0.595276,0.144427,0,-0.126999,-0.00947721,-1.54923e-19
789950,6.83696e-07,0.0142445,13.7634,212.997,0.042008,0.10453,209663,159.915,0.000294257,2.66519,344.533,-1.16224,-0.589899,0.156355,0,-0.126498,-0.00947721,-1.54923e-19
789950,6.85673e-07,0.0142589,13.7424,213.106,0.0419338,0.104779,209663,159.741,0.000293925,2.66947,344.533,-1.1871,-0.525719,0.14669,0,-0.125998,-0.00947721,-1.54923e-19
789950,6.87789e-07,0.0142749,13.7183,213.227,0.0418501,0.105044,209663,159.553,0.000293565,2.67413,344.534,-1.21191,-0.462911,0.137295,0,-0.125498,-0.00947721,-1.54923e-19
789950,6.90161e-07,0.0142913,13.6938,213.35,0.0417645,0.105346,209663,159.36,0.000293196,2.67892,344.534,-1.20733,-0.41689,0.135872,0,-0.124998,-0.00947721,-1.54923e-19
789950,6.9234e-07,0.0143003,13.6829,213.419,0.0417215,0.105645,209663,159.232,0.000292953,2.68193,344.534,-1.19241,-0.371855,0.148782,0,-0.124497,-0.00947721,-1.54923e-19
789950,6.94519e-07,0.0143094,13.6721,213.487,0.0416784,0.105944,209663,159.104,0.000292711,2.68495,344.534,-1.17749,-0.32682,0.161693,0,-0.123997,-0.00947721,-1.54923e-19
789950,6.97731e-07,0.0143248,13.6489,213.603,0.0415977,0.106377,209663,158.924,0.000292367,2.68945,344.534,-1.18555,-0.307427,0.177351,0,-0.123497,-0.00947721,-1.54923e-19
789951,7.01255e-07,0.0143369,13.6317,213.694,0.0415357,0.106869,209663,158.775,0.000292081,2.69314,344.534,-1.25079,-0.29401,0.213236,0,-0.122997,-0.00947721,-1.54923e-19
789951,7.04779e-07,0.014349,13.6145,213.785,0.0414737,0.107361,209663,158.625,0.000291795,2.69684,344.534,-1.31604,-0.280593,0.249121,0,-0.122496,-0.00947721,-1.54923e-19
789951,7.09999e-07,0.0143706,13.5777,213.947,0.0413538,0.108074,209663,158.405,0.000291373,2.70264,344.535,-1.32123,-0.274543,0.235354,0,-0.121996,-0.00947721,-1.54923e-19
789951,7.15286e-07,0.0143892,13.5466,214.086,0.0412513,0.108808,209663,158.211,0.000291001,2.70772,344.535,-1.29046,-0.256349,0.189993,0,-0.121496,-0.00947721,-1.54923e-19
789951,7.20573e-07,0.0144078,13.5154,214.225,0.0411487,0.109543,209663,158.017,0.000290629,2.7128,344.535,-1.25969,-0.238155,0.144633,0,-0.120996,-0.00947721,-1.54923e-19
789951,7.28675e-07,0.0144419,13.4508,214.479,0.040951,0.110639,209663,157.723,0.000290058,2.72113,344.535,-1.26331,-0.249952,0.111955,0,-0.120496,-0.00947721,-1.54923e-19
789951,7.36055e-07,0.0144708,13.3965,214.694,0.0407832,0.111649,209663,157.469,0.000289568,2.72825,344.535,-1.26521,-0.271614,0.0742477,0,-0.119995,-0.00947721,-1.54923e-19
789951,7.44463e-07,0.0145076,13.3271,214.967,0.0405701,0.112782,209663,157.15,0.000288949,2.73733,344.535,-1.27108,-0.294393,0.0406942,0,-0.119495,-0.00947721,-1.54923e-19
789951,7.52532e-07,0.0145371,13.2681,215.185,0.0403964,0.113882,209663,156.923,0.000288507,2.74407,344.535,-1.28674,-0.250144,-0.0030762,0,-0.118995,-0.00947721,-1.54923e-19
789951,7.59009e-07,0.0145586,13.2258,215.344,0.0402691,0.114778,209663,156.749,0.000288169,2.74915,344.535,-1.29009,-0.196215,-0.0477074,0,-0.118495,-0.00947721,-1.54923e-19
789951,7.68532e-07,0.0146011,13.1427,215.658,0.0400221,0.116044,209663,156.408,0.000287508,2.75941,344.535,-1.30317,-0.149387,-0.0904023,0,-0.117994,-0.00947721,-1.54923e-19
789951,7.74205e-07,0.0146201,13.105,215.797,0.0399122,0.116818,209663,156.262,0.000287224,2.76364,344.535,-1.27578,-0.123488,-0.131189,0,-0.117494,-0.00947721,-1.54923e-19
789952,7.79361e-07,0.0146383,13.0701,215.931,0.0398065,0.117525,209663,156.11,0.000286929,2.76804,344.535,-1.24192,-0.100972,-0.169546,0,-0.116994,-0.00947721,-1.54923e-19
789952,7.88485e-07,0.0146828,12.9835,216.256,0.0395555,0.118701,209663,155.761,0.000286254,2.77865,344.535,-1.22793,-0.0768334,-0.201702,0,-0.116494,-0.00947721,-1.54923e-19
789952,7.93474e-07,0.0147082,12.9371,216.444,0.0394134,0.11935,209663,155.532,0.000285812,2.78513,344.535,-1.21278,-0.0466869,-0.198751,0,-0.115993,-0.00947721,-1.54923e-19
789952,7.98374e-07,0.0147332,12.8917,216.629,0.0392737,0.119988,209663,155.305,0.000285374,2.79153,344.536,-1.1971,-0.0163967,-0.195582,0,-0.115493,-0.00947721,-1.54923e-19
789952,8.08782e-07,0.014795,12.7741,217.078,0.0389327,0.121273,209663,154.805,0.000284407,2.80674,344.536,-1.18609,0.00287745,-0.208739,0,-0.114993,-0.00947721,-1.54923e-19
789952,8.19428e-07,0.0148632,12.6472,217.581,0.0385512,0.122594,209663,154.214,0.000283265,2.82392,344.536,-1.13945,0.00304109,-0.229624,0,-0.114493,-0.00947721,-1.54923e-19
789952,8.30074e-07,0.0149314,12.5204,218.083,0.0381698,0.123914,209663,153.623,0.000282124,2.84111,344.536,-1.09281,0.00320474,-0.250509,0,-0.113992,-0.00947721,-1.54923e-19
789953,8.4539e-07,0.0150324,12.3294,218.816,0.0376175,0.125756,209663,152.803,0.000280539,2.86648,344.536,-1.1079,-0.00235277,-0.270016,0,-0.113492,-0.00947721,-1.54923e-19
789953,8.63539e-07,0.0151534,12.1034,219.699,0.0369524,0.127953,209663,151.787,0.000278576,2.89716,344.537,-1.12918,-0.0217481,-0.285094,0,-0.112992,-0.00947721,-1.54923e-19
789954,8.81052e-07,0.0152705,11.8843,220.552,0.0363105,0.130065,209663,150.808,0.000276687,2.92717,344.537,-1.14882,-0.0374787,-0.298884,0,-0.112492,-0.00947721,-1.54923e-19
789954,8.96089e-07,0.0153744,11.6898,221.301,0.0357543,0.131833,209663,149.967,0.000275063,2.95369,344.537,-1.20334,-0.0257514,-0.34696,0,-0.111992,-0.00947721,-1.54923e-19
789954,9.13392e-07,0.0154922,11.4718,222.152,0.0351258,0.133877,209663,148.991,0.000273181,2.98428,344.538,-1.25839,-0.00883419,-0.404658,0,-0.111491,-0.00947721,-1.54923e-19
789955,9.27738e-07,0.0155921,11.2854,222.871,0.0345933,0.135557,209663,148.179,0.000271616,3.01027,344.538,-1.30063,0.0036686,-0.446619,0,-0.110991,-0.00947721,-1.54923e-19
789955,9.4004e-07,0.0156813,11.118,223.509,0.0341241,0.136964,209663,147.476,0.00027026,3.03329,344.538,-1.3679,0.0231891,-0.472124,0,-0.110491,-0.00947721,-1.54923e-19
789955,9.53471e-07,0.0157772,10.9391,224.194,0.0336213,0.138505,209663,146.71,0.000268785,3.05831,344.538,-1.43986,0.0481232,-0.501729,0,-0.109991,-0.00947721,-1.54923e-19
789955,9.61184e-07,0.0158384,10.8226,224.63,0.0332986,0.139363,209663,146.245,0.000267886,3.07393,344.538,-1.46994,0.0591109,-0.500413,0,-0.10949,-0.00947721,-1.54923e-19
789955,9.66259e-07,0.0158847,10.7342,224.958,0.0330568,0.139895,209663,145.9,0.000267219,3.08573,344.538,-1.497,0.0801665,-0.469771,0,-0.10899,-0.00947721,-1.54923e-19
789956,9.71333e-07,0.0159309,10.6458,225.287,0.032815,0.140428,209663,145.554,0.000266552,3.09752,344.538,-1.52405,0.101222,-0.439128,0,-0.10849,-0.00947721,-1.54923e-19
789956,9.70823e-07,0.0159424,10.6205,225.368,0.0327504,0.140304,209663,145.494,0.000266433,3.09991,344.538,-1.50637,0.115729,-0.399245,0,-0.10799,-0.00947721,-1.54923e-19
789956,9.68607e-07,0.0159444,10.6121,225.381,0.032734,0.139975,209663,145.515,0.00026647,3.09964,344.538,-1.47874,0.124376,-0.333586,0,-0.107489,-0.00947721,-1.54923e-19
789956,9.6642e-07,0.0159465,10.6044,225.396,0.0327179,0.13965,209663,145.529,0.000266493,3.09954,344.538,-1.44873,0.136869,-0.270043,0,-0.106989,-0.00947721,-1.54923e-19
789955,9.60922e-07,0.0159263,10.6333,225.251,0.0328095,0.138942,209663,145.754,0.000266921,3.09275,344.538,-1.43642,0.153095,-0.258452,0,-0.106489,-0.00947721,-1.54923e-19
789955,9.55234e-07,0.0159051,10.6633,225.1,0.0329049,0.13821,209663,145.992,0.000267373,3.08563,344.538,-1.42388,0.164921,-0.235712,0,-0.105989,-0.00947721,-1.54923e-19
789955,9.4959e-07,0.0158846,10.6933,224.954,0.0329977,0.137486,209663,146.213,0.000267792,3.07896,344.538,-1.41271,0.184973,-0.219793,0,-0.105488,-0.00947721,-1.54923e-19
789955,9.43251e-07,0.0158572,10.7236,224.757,0.0331091,0.136681,209663,146.589,0.0002685,3.06838,344.537,-1.41312,0.196356,-0.234726,0,-0.104988,-0.00947721,-1.54923e-19
789955,9.37342e-07,0.0158326,10.7503,224.579,0.0332078,0.135929,209663,146.929,0.000269141,3.05885,344.537,-1.41184,0.210915,-0.24699,0,-0.104488,-0.00947721,-1.54923e-19
789955,9.30928e-07,0.0158064,10.7756,224.391,0.0333076,0.135113,209663,147.314,0.000269865,3.04826,344.536,-1.41078,0.221134,-0.249847,0,-0.103988,-0.00947721,-1.54923e-19
789955,9.25961e-07,0.0157882,10.7758,224.257,0.0333513,0.134468,209662,147.714,0.00027061,3.03823,344.536,-1.4086,0.219171,-0.263202,0,-0.103487,-0.00947721,-1.54923e-19
789954,9.20995e-07,0.01577,10.7761,224.124,0.033395,0.133823,209662,148.114,0.000271355,3.02819,344.535,-1.40643,0.217208,-0.276557,0,-0.102987,-0.00947721,-1.54923e-19
789954,9.14857e-07,0.0157468,10.7779,223.954,0.033452,0.133031,209662,148.612,0.000272283,3.01576,344.534,-1.4052,0.211334,-0.268596,0,-0.102487,-0.00947721,-1.54923e-19
789954,9.0948e-07,0.0157282,10.7636,223.816,0.0334746,0.132325,209662,149.133,0.00027325,3.00339,344.533,-1.40672,0.204854,-0.264776,0,-0.101987,-0.00947721,-1.54923e-19
789954,9.03973e-07,0.0157089,10.7511,223.673,0.0335012,0.131605,209662,149.655,0.000274218,2.99096,344.532,-1.40715,0.19875,-0.259757,0,-0.101487,-0.00947721,-1.54923e-19
789954,8.9786e-07,0.0156846,10.7369,223.493,0.0335362,0.130816,209662,150.299,0.000275416,2.9758,344.531,-1.42046,0.186252,-0.248072,0,-0.100986,-0.00947721,-1.54923e-19
789953,8.92502e-07,0.0156654,10.7079,223.349,0.0335375,0.130114,209662,150.944,0.00027661,2.96117,344.53,-1.44187,0.176601,-0.237416,0,-0.100486,-0.00947721,-1.54923e-19
789953,8.86182e-07,0.0156396,10.6951,223.158,0.033578,0.129302,209661,151.613,0.000277853,2.9455,344.529,-1.4549,0.167353,-0.22664,0,-0.0999858,-0.00947721,-1.54923e-19
789953,8.82657e-07,0.0156218,10.6562,223.023,0.0335608,0.128857,209661,152.303,0.000279128,2.93047,344.528,-1.47142,0.125097,-0.224644,0,-0.0994856,-0.00947721,-1.54923e-19
789952,8.7908e-07,0.0156056,10.6139,222.898,0.0335342,0.1284,209661,152.985,0.000280388,2.91574,344.526,-1.48773,0.088636,-0.218202,0,-0.0989854,-0.00947721,-1.54923e-19
789952,8.7557e-07,0.0155812,10.5931,222.716,0.0335594,0.127988,209661,153.683,0.000281683,2.90011,344.525,-1.49055,0.0310654,-0.223059,0,-0.0984851,-0.00947721,-1.54923e-19
789952,8.75242e-07,0.0155673,10.5499,222.609,0.0335251,0.127996,209660,154.32,0.00028286,2.88679,344.524,-1.49078,-0.0768661,-0.240591,0,-0.0979849,-0.00947721,-1.54923e-19
789952,8.74914e-07,0.0155534,10.5067,222.501,0.0334908,0.128004,209660,154.957,0.000284036,2.87346,344.523,-1.49101,-0.184798,-0.258123,0,-0.0974847,-0.00947721,-1.54923e-19
789951,8.77095e-07,0.0155392,10.4764,222.393,0.0334759,0.128381,209660,155.499,0.000285039,2.86208,344.522,-1.46145,-0.287468,-0.274031,0,-0.0969844,-0.00947721,-1.54923e-19
789951,8.81191e-07,0.0155308,10.44,222.327,0.0334381,0.129014,209660,155.963,0.000285892,2.85273,344.521,-1.40573,-0.399486,-0.29109,0,-0.0964842,-0.00947721,-1.54923e-19
789951,8.85299e-07,0.0155223,10.4036,222.26,0.0334004,0.12965,209660,156.426,0.000286746,2.84339,344.52,-1.35002,-0.51146,-0.308061,0,-0.095984,-0.00947721,-1.54923e-19
789951,8.96041e-07,0.0155371,10.3299,222.361,0.0332497,0.131159,209660,156.654,0.00028715,2.84057,344.519,-1.32951,-0.550474,-0.293941,0,-0.0954837,-0.00947721,-1.54923e-19
789951,9.0683e-07,0.0155539,10.2526,222.476,0.0330892,0.132665,209659,156.866,0.000287523,2.83821,344.518,-1.30446,-0.579706,-0.272864,0,-0.0949835,-0.00947721,-1.54923e-19
789951,9.19256e-07,0.0155741,10.1683,222.616,0.0329092,0.134398,209659,157.055,0.00028785,2.8366,344.517,-1.2849,-0.604617,-0.248078,0,-0.0944832,-0.00947721,-1.54923e-19
789951,9.33865e-07,0.0156112,10.0567,222.875,0.0326505,0.136365,209659,157.081,0.000287867,2.83944,344.517,-1.33857,-0.545363,-0.238972,0,-0.093983,-0.00947721,-1.54923e-19
789951,9.48116e-07,0.0156457,9.94782,223.117,0.0324014,0.138293,209659,157.141,0.000287947,2.84147,344.516,-1.39041,-0.48092,-0.221872,0,-0.0934828,-0.00947721,-1.54923e-19
789951,9.62636e-07,0.0156813,9.84016,223.366,0.0321524,0.140251,209659,157.17,0.00028797,2.84414,344.515,-1.43799,-0.431982,-0.216939,0,-0.0929825,-0.00947721,-1.54923e-19
789950,9.73155e-07,0.015705,9.75793,223.531,0.0319708,0.141675,209659,157.268,0.000288128,2.84449,344.514,-1.49983,-0.398461,-0.234528,0,-0.0924823,-0.00947721,-1.54923e-19
789950,9.83674e-07,0.0157288,9.67569,223.696,0.0317891,0.143099,209659,157.365,0.000288286,2.84484,344.514,-1.56167,-0.36494,-0.252117,0,-0.0919821,-0.00947721,-1.54923e-19
789950,9.89126e-07,0.0157361,9.6295,223.744,0.0317013,0.143857,209659,157.555,0.000288627,2.84204,344.513,-1.60176,-0.346109,-0.24962,0,-0.0914818,-0.00947721,-1.54923e-19
789950,9.90138e-07,0.0157257,9.6198,223.667,0.0317096,0.144051,209658,157.858,0.000289189,2.83562,344.513,-1.63458,-0.350685,-0.242451,0,-0.0909816,-0.00947721,-1.54923e-19
789950,9.91151e-07,0.0157153,9.61011,223.589,0.0317179,0.144245,209658,158.161,0.000289751,2.8292,344.512,-1.66739,-0.355261,-0.235282,0,-0.0904814,-0.00947721,-1.54923e-19
789950,9.82811e-07,0.0156566,9.68836,223.167,0.0319713,0.143296,209658,158.865,0.000291087,2.81138,344.512,-1.69827,-0.344197,-0.118665,0,-0.0899811,-0.00947721,-1.54923e-19
789950,9.67768e-07,0.0155778,9.81138,222.6,0.0323414,0.141456,209658,159.678,0.000292641,2.78989,344.511,-1.69818,-0.328304,0.00598493,0,-0.0894809,-0.00947721,-1.54923e-19
789949,9.5786e-07,0.0155248,9.90304,222.22,0.0326051,0.140241,209658,160.157,0.000293561,2.77678,344.511,-1.67583,-0.352886,0.0504911,0,-0.0889807,-0.00947721,-1.54923e-19
789949,9.4077e-07,0.0154443,10.0507,221.64,0.0330214,0.138094,209658,160.829,0.000294861,2.75795,344.51,-1.62205,-0.38939,0.109318,0,-0.0884804,-0.00947721,-1.54923e-19
789949,9.25228e-07,0.0153714,10.1869,221.116,0.0334042,0.136132,209658,161.421,0.000296007,2.74131,344.51,-1.61221,-0.400209,0.152086,0,-0.0879802,-0.00947721,-1.54923e-19
789949,9.10367e-07,0.0153034,10.3152,220.625,0.033765,0.134241,209658,161.967,0.000297065,2.72598,344.51,-1.60025,-0.386177,0.17371,0,-0.0874799,-0.00947721,-1.54923e-19
789948,8.99376e-07,0.0152524,10.4132,220.257,0.0340392,0.132841,209658,162.365,0.000297838,2.71474,344.51,-1.59482,-0.366686,0.155375,0,-0.0869797,-0.00947721,-1.54923e-19
789948,8.87867e-07,0.0152021,10.5104,219.892,0.034312,0.131357,209658,162.755,0.000298597,2.70375,344.51,-1.57556,-0.337834,0.134443,0,-0.0864795,-0.00947721,-1.54923e-19
789948,8.78329e-07,0.0151607,10.5914,219.593,0.0345388,0.130123,209658,163.07,0.00029921,2.69485,344.51,-1.55134,-0.295865,0.11533,0,-0.0859792,-0.00947721,-1.54923e-19
789948,8.74246e-07,0.0151403,10.6344,219.445,0.0346553,0.129605,209658,163.202,0.00029947,2.69084,344.51,-1.50823,-0.243617,0.0594641,0,-0.085479,-0.00947721,-1.54923e-19
789948,8.67831e-07,0.0151098,10.6943,219.224,0.0348232,0.128783,209658,163.434,0.000299922,2.68431,344.51,-1.44171,-0.215278,0.0211506,0,-0.0849788,-0.00947721,-1.54923e-19
789948,8.64468e-07,0.015088,10.737,219.065,0.0349431,0.128375,209658,163.601,0.000300247,2.67963,344.51,-1.38442,-0.222946,-0.00508413,0,-0.0844785,-0.00947721,-1.54923e-19
789948,8.62128e-07,0.0150685,10.7749,218.924,0.0350495,0.128109,209658,163.751,0.000300538,2.67545,344.51,-1.32409,-0.228787,-0.026424,0,-0.0839783,-0.00947721,-1.54923e-19
789948,8.61428e-07,0.0150517,10.8069,218.801,0.0351401,0.128077,209658,163.886,0.000300801,2.67174,344.51,-1.2859,-0.242646,-0.0414792,0,-0.0834781,-0.00947721,-1.54923e-19
789948,8.58096e-07,0.0150254,10.8572,218.609,0.0352829,0.127692,209658,164.098,0.000301213,2.66593,344.51,-1.27489,-0.269204,-0.0457401,0,-0.0829778,-0.00947721,-1.54923e-19
789948,8.56163e-07,0.0150046,10.8993,218.458,0.0353992,0.127493,209658,164.246,0.000301502,2.66169,344.51,-1.28127,-0.269676,-0.0463489,0,-0.0824776,-0.00947721,-1.54923e-19
789948,8.54175e-07,0.0149838,10.9425,218.307,0.0355177,0.127287,209658,164.387,0.000301779,2.65756,344.51,-1.29147,-0.256969,-0.0590931,0,-0.0819773,-0.00947721,-1.54923e-19
789948,8.51144e-07,0.0149591,10.9949,218.127,0.0356606,0.126942,209659,164.548,0.000302096,2.65277,344.51,-1.30175,-0.228478,-0.0759052,0,-0.0814771,-0.00947721,-1.54923e-19
789948,8.47024e-07,0.0149306,11.0557,217.92,0.0358264,0.126449,209659,164.729,0.000302453,2.64734,344.51,-1.29689,-0.199823,-0.077928,0,-0.0809769,-0.00947721,-1.54923e-19
789948,8.42162e-07,0.0148976,11.1266,217.679,0.0360199,0.125865,209659,164.939,0.000302867,2.64104,344.51,-1.28661,-0.16581,-0.0699914,0,-0.0804766,-0.00947721,-1.54923e-19
789947,8.39219e-07,0.0148652,11.1982,217.443,0.0362125,0.125566,209659,165.128,0.000303242,2.63517,344.51,-1.27059,-0.123726,-0.0600886,0,-0.0799764,-0.00947721,-1.54923e-19
789947,8.36999e-07,0.0148247,11.2893,217.148,0.0364562,0.12541,209659,165.355,0.000303696,2.62796,344.51,-1.25086,-0.0735672,-0.0309887,0,-0.0794762,-0.00947721,-1.54923e-19
789947,8.42142e-07,0.0147927,11.3666,216.915,0.0366551,0.126322,209659,165.49,0.000303972,2.62303,344.51,-1.23403,-0.0120359,0.00141158,0,-0.0789759,-0.00947721,-1.54923e-19
789947,8.55545e-07,0.0147703,11.4288,216.753,0.0368039,0.128434,209659,165.521,0.000304048,2.6206,344.511,-1.216,0.0588266,0.0285522,0,-0.0784757,-0.00947721,-1.54923e-19
789947,8.88162e-07,0.0147666,11.4606,216.729,0.0368521,0.133346,209659,165.353,0.000303744,2.62303,344.511,-1.20613,0.129364,0.0497664,0,-0.0779755,-0.00947721,-1.54923e-19
789948,9.37076e-07,0.0147782,11.4662,216.818,0.0368154,0.140626,209659,165.03,0.000303141,2.62934,344.512,-1.20807,0.17943,0.0594534,0,-0.0774752,-0.00947721,-1.54923e-19
789948,1.00515e-06,0.0148085,11.4382,217.044,0.0366738,0.150672,209659,164.534,0.000302203,2.64015,344.512,-1.22076,0.200403,0.0630312,0,-0.076975,-0.00947721,-1.54923e-19
789948,1.09688e-06,0.0148586,11.3753,217.414,0.0364211,0.16413,209659,163.848,0.0003009,2.65587,344.513,-1.24908,0.197773,0.057911,0,-0.0764748,-0.00947721,-1.54923e-19
789948,1.23176e-06,0.0149392,11.2608,218.007,0.0360033,0.183731,209659,162.856,0.000299011,2.67966,344.514,-1.29383,0.172072,0.0487709,0,-0.0759745,-0.00947721,-1.54923e-19
789949,1.40691e-06,0.0150482,11.0979,218.805,0.035434,0.208987,209659,161.589,0.000296592,2.71096,344.515,-1.34064,0.13623,0.0454077,0,-0.0754743,-0.00947721,-1.54923e-19
789950,1.63068e-06,0.0151876,10.8866,219.822,0.0347092,0.241024,209659,160,0.00029356,2.75096,344.516,-1.37649,0.103257,0.0501161,0,-0.074974,-0.00947721,-1.54923e-19
789950,1.94339e-06,0.0153801,10.5951,221.217,0.0337275,0.285232,209660,157.834,0.00028943,2.80692,344.518,-1.40199,0.0875505,0.0685409,0,-0.0744738,-0.00947721,-1.54923e-19
789951,2.30287e-06,0.0155942,10.2781,222.758,0.032666,0.335398,209660,155.401,0.000284799,2.87181,344.519,-1.42725,0.0881498,0.0911516,0,-0.0739736,-0.00947721,-1.54923e-19
789953,2.72475e-06,0.0158409,9.91601,224.522,0.031468,0.393606,209660,152.608,0.000279491,2.94825,344.522,-1.45258,0.102614,0.12194,0,-0.0734733,-0.00947721,-1.54923e-19
789954,3.17609e-06,0.0160976,9.54261,226.346,0.0302476,0.455166,209660,149.713,0.000273995,3.0299,344.524,-1.49129,0.120567,0.150441,0,-0.0729731,-0.00947721,-1.54923e-19
789955,3.59045e-06,0.0163221,9.21763,227.927,0.0292063,0.510816,209660,147.208,0.000269246,3.10402,344.526,-1.5313,0.141079,0.155196,0,-0.0724729,-0.00947721,-1.54923e-19
789955,3.93681e-06,0.0165013,8.95809,229.182,0.0283851,0.556957,209661,145.227,0.000265494,3.16416,344.527,-1.56255,0.160063,0.128867,0,-0.0719726,-0.00947721,-1.54923e-19
789956,4.21218e-06,0.0166365,8.75901,230.123,0.0277689,0.593332,209661,143.772,0.00026274,3.20956,344.528,-1.5767,0.16971,0.080202,0,-0.0714724,-0.00947721,-1.54923e-19
789956,4.42299e-06,0.0167322,8.61321,230.784,0.0273307,0.620986,209661,142.788,0.000260875,3.24133,344.529,-1.57457,0.17423,0.0157996,0,-0.0709722,-0.00947721,-1.54923e-19
789957,4.66531e-06,0.0168357,8.45843,231.498,0.0268607,0.65283,209661,141.7,0.000258818,3.27682,344.529,-1.57517,0.169126,-0.0356177,0,-0.0704719,-0.00947721,-1.54923e-19
789958,4.98956e-06,0.0169772,8.2539,232.476,0.02623,0.695395,209661,140.161,0.000255909,3.32754,344.531,-1.58533,0.162864,-0.0514649,0,-0.0699717,-0.00947721,-1.54923e-19
789958,5.41644e-06,0.0171647,7.99256,233.77,0.0254133,0.751208,209661,138.058,0.00025194,3.3977,344.532,-1.60423,0.151656,-0.0225996,0,-0.0694714,-0.00947721,-1.54923e-19
789959,5.87127e-06,0.017362,7.72231,235.126,0.0245695,0.81026,209661,135.823,0.000247728,3.4746,344.534,-1.61392,0.14068,0.0455335,0,-0.0689712,-0.00947721,-1.54923e-19
789960,6.37622e-06,0.0175803,7.43189,236.622,0.0236582,0.875463,209661,133.304,0.000242986,3.56359,344.536,-1.62502,0.120655,0.148735,0,-0.068471,-0.00947721,-1.54923e-19
789961,6.68931e-06,0.0177168,7.24448,237.555,0.0230856,0.915671,209662,131.781,0.000240116,3.61928,344.537,-1.61404,0.110525,0.231383,0,-0.0679707,-0.00947721,-1.54923e-19
789961,6.82918e-06,0.0177804,7.14717,237.989,0.0228057,0.933618,209662,131.147,0.000238918,3.64358,344.537,-1.59292,0.10969,0.28004,0,-0.0674705,-0.00947721,-1.54923e-19
789961,6.73343e-06,0.017746,7.16951,237.756,0.0229098,0.921583,209661,131.709,0.000239961,3.62443,344.537,-1.56856,0.110938,0.278102,0,-0.0669703,-0.00947721,-1.54923e-19
789960,6.53806e-06,0.0176752,7.23499,237.275,0.0231568,0.896761,209661,132.73,0.000241864,3.58898,344.536,-1.54999,0.10723,0.26916,0,-0.06647,-0.00947721,-1.54923e-19
789960,6.23012e-06,0.0175622,7.34901,236.506,0.0235695,0.85732,209661,134.294,0.000244785,3.53522,344.534,-1.5279,0.0924148,0.261747,0,-0.0659698,-0.00947721,-1.54923e-19
789959,5.81736e-06,0.0174067,7.51262,235.443,0.024153,0.8041,209661,136.406,0.000248737,3.46404,344.532,-1.49898,0.0708129,0.264551,0,-0.0654696,-0.00947721,-1.54923e-19
789958,5.44747e-06,0.0172684,7.65568,234.493,0.0246764,0.756051,209661,138.319,0.000252318,3.40174,344.53,-1.48388,0.0449251,0.294595,0,-0.0649693,-0.00947721,-1.54923e-19
789957,4.99807e-06,0.0170988,7.82919,233.323,0.0253255,0.697078,209660,140.695,0.000256767,3.32704,344.527,-1.45898,0.0161043,0.311088,0,-0.0644691,-0.00947721,-1.54923e-19
789956,4.53961e-06,0.0169243,8.00536,232.113,0.0259993,0.636416,209660,143.174,0.000261413,3.25157,344.525,-1.43376,-0.0112275,0.317469,0,-0.0639689,-0.00947721,-1.54923e-19
789955,4.08914e-06,0.0167416,8.19934,230.839,0.0267257,0.576354,209659,145.714,0.00026618,3.17649,344.522,-1.40882,-0.031855,0.305222,0,-0.0634686,-0.00947721,-1.54923e-19
789954,3.74059e-06,0.016612,8.31399,229.93,0.0272214,0.529326,209659,147.709,0.000269918,3.12063,344.52,-1.38551,-0.0639075,0.28012,0,-0.0629684,-0.00947721,-1.54923e-19
789954,3.43311e-06,0.0164889,8.42083,229.062,0.0276905,0.487619,209659,149.625,0.000273509,3.06859,344.518,-1.34676,-0.0925856,0.222791,0,-0.0624681,-0.00947721,-1.54923e-19
