"N2_PPM","N2O3_PPM","N2O4_PPM","N2O5_PPM","NO2_PPM","NO3_PPM","NO_PPM","O2_PPM","O3_PPM","O_PPM","Phi","T","U:0","U:1","U:2","vtkGhostType","Points:0","Points:1","Points:2"
789946,5.94232e-07,0.0131719,15.58,204.769,0.0481943,0.094474,209662,171.479,0.000316534,2.38938,344.524,-0.613678,-0.0403564,0.242679,0,-0.13,-0.0169986,-1.54923e-19
789946,5.94024e-07,0.013168,15.5782,204.738,0.048203,0.0944548,209662,171.587,0.000316737,2.38751,344.524,-0.598735,-0.0207948,0.261168,0,-0.1295,-0.0169986,-1.54923e-19
789946,5.94856e-07,0.0131795,15.5335,204.825,0.04809,0.0945456,209662,171.649,0.000316839,2.38766,344.524,-0.562786,-0.0197711,0.255784,0,-0.129,-0.0169986,-1.54923e-19
789945,5.95707e-07,0.0131914,15.4855,204.915,0.04797,0.0946377,209662,171.727,0.000316971,2.38762,344.523,-0.551568,-0.0133139,0.260508,0,-0.128499,-0.0169986,-1.54923e-19
789945,5.96525e-07,0.0132028,15.4416,205.002,0.0478589,0.0947264,209662,171.785,0.000317066,2.38783,344.523,-0.543195,-0.00976047,0.256902,0,-0.127999,-0.0169986,-1.54923e-19
789945,5.97344e-07,0.0132142,15.3982,205.088,0.0477487,0.0948153,209662,171.84,0.000317155,2.38807,344.523,-0.537448,-0.00834381,0.253156,0,-0.127499,-0.0169986,-1.54923e-19
789945,5.98093e-07,0.0132247,15.3591,205.168,0.047649,0.0948964,209662,171.885,0.000317227,2.38838,344.522,-0.535344,-0.00951828,0.248644,0,-0.126999,-0.0169986,-1.54923e-19
789945,5.98758e-07,0.013234,15.3254,205.238,0.0475622,0.0949683,209662,171.917,0.000317277,2.38875,344.522,-0.536019,-0.00983125,0.242442,0,-0.126498,-0.0169986,-1.54923e-19
789945,5.99324e-07,0.013242,15.2979,205.299,0.0474901,0.0950292,209662,171.933,0.000317299,2.38923,344.522,-0.542412,-0.00965125,0.2355,0,-0.125998,-0.0169986,-1.54923e-19
789945,5.99901e-07,0.0132503,15.2736,205.363,0.0474229,0.0950908,209662,171.919,0.000317264,2.39017,344.522,-0.552264,-0.0092079,0.224882,0,-0.125498,-0.0169986,-1.54923e-19
789945,6.00449e-07,0.0132582,15.25,205.423,0.0473582,0.0951493,209662,171.909,0.000317237,2.39102,344.522,-0.565642,-0.00906578,0.217139,0,-0.124998,-0.0169986,-1.54923e-19
789945,6.01131e-07,0.0132681,15.227,205.5,0.0472882,0.0952216,209662,171.845,0.000317109,2.39281,344.521,-0.578542,-0.00951294,0.203021,0,-0.124497,-0.0169986,-1.54923e-19
789945,6.01769e-07,0.0132776,15.2057,205.573,0.0472228,0.0952887,209662,171.779,0.000316979,2.39457,344.521,-0.593465,-0.0129379,0.191738,0,-0.123997,-0.0169986,-1.54923e-19
789945,6.02569e-07,0.0132894,15.1815,205.665,0.0471455,0.0953731,209662,171.68,0.000316786,2.39701,344.522,-0.601268,-0.0178577,0.176881,0,-0.123497,-0.0169986,-1.54923e-19
789945,6.0342e-07,0.013302,15.1585,205.763,0.0470679,0.0954626,209662,171.552,0.000316536,2.39996,344.522,-0.601094,-0.0249983,0.160929,0,-0.122997,-0.0169986,-1.54923e-19
789946,6.04258e-07,0.0133144,15.1355,205.859,0.0469909,0.0955508,209662,171.43,0.000316299,2.40279,344.522,-0.593344,-0.0326043,0.146449,0,-0.122496,-0.0169986,-1.54923e-19
789946,6.05035e-07,0.0133259,15.1138,205.948,0.0469189,0.0956323,209662,171.318,0.000316083,2.4054,344.522,-0.578777,-0.038346,0.133624,0,-0.121996,-0.0169986,-1.54923e-19
789946,6.05733e-07,0.0133361,15.0911,206.028,0.046849,0.0957058,209662,171.245,0.000315937,2.40736,344.522,-0.559853,-0.0412957,0.123067,0,-0.121496,-0.0169986,-1.54923e-19
789946,6.06346e-07,0.0133451,15.0682,206.097,0.0467826,0.0957703,209662,171.204,0.000315852,2.40875,344.522,-0.538111,-0.0432167,0.115358,0,-0.120996,-0.0169986,-1.54923e-19
789946,6.06954e-07,0.0133537,15.0395,206.162,0.0467074,0.0958354,209662,171.216,0.000315866,2.40933,344.522,-0.514648,-0.0431246,0.110907,0,-0.120496,-0.0169986,-1.54923e-19
789946,6.07656e-07,0.013363,15.0011,206.232,0.0466136,0.0959126,209662,171.285,0.000315983,2.40919,344.521,-0.484701,-0.0409622,0.108708,0,-0.119995,-0.0169986,-1.54923e-19
789946,6.08348e-07,0.013372,14.9574,206.299,0.0465115,0.0959891,209662,171.4,0.000316186,2.40834,344.521,-0.463748,-0.0362422,0.110579,0,-0.119495,-0.0169986,-1.54923e-19
789945,6.09291e-07,0.0133838,14.9006,206.386,0.0463788,0.0960953,209662,171.55,0.00031645,2.40727,344.52,-0.438977,-0.0309736,0.114082,0,-0.118995,-0.0169986,-1.54923e-19
789945,6.10318e-07,0.0133963,14.8375,206.479,0.0462333,0.0962117,209661,171.728,0.000316766,2.40584,344.52,-0.416154,-0.0239987,0.120745,0,-0.118495,-0.0169986,-1.54923e-19
789945,6.11383e-07,0.0134091,14.7742,206.575,0.0460864,0.096333,209661,171.901,0.000317071,2.40453,344.519,-0.395442,-0.0185844,0.128359,0,-0.117994,-0.0169986,-1.54923e-19
789945,6.12508e-07,0.0134226,14.7087,206.674,0.0459343,0.0964614,209661,172.076,0.000317378,2.40326,344.518,-0.375623,-0.0125095,0.137764,0,-0.117494,-0.0169986,-1.54923e-19
789945,6.13736e-07,0.0134372,14.6412,206.783,0.0457755,0.0966017,209661,172.239,0.000317664,2.40224,344.518,-0.358858,-0.00729814,0.146898,0,-0.116994,-0.0169986,-1.54923e-19
789945,6.15079e-07,0.013453,14.5703,206.901,0.0456074,0.0967556,209661,172.398,0.000317941,2.40139,344.517,-0.343241,-0.00281467,0.155417,0,-0.116494,-0.0169986,-1.54923e-19
789945,6.16562e-07,0.0134704,14.496,207.031,0.0454294,0.0969259,209661,172.547,0.000318197,2.40083,344.517,-0.331272,0.00150679,0.162412,0,-0.115993,-0.0169986,-1.54923e-19
789945,6.18083e-07,0.0134881,14.4227,207.163,0.0452523,0.0971008,209661,172.681,0.000318425,2.4005,344.516,-0.322103,0.00541342,0.168421,0,-0.115493,-0.0169986,-1.54923e-19
789945,6.19517e-07,0.0135047,14.3551,207.288,0.0450888,0.0972659,209661,172.798,0.000318624,2.40031,344.515,-0.315297,0.00865846,0.172527,0,-0.114993,-0.0169986,-1.54923e-19
789945,6.2093e-07,0.0135208,14.2918,207.409,0.0449336,0.0974291,209660,172.893,0.000318782,2.4004,344.515,-0.310995,0.0116504,0.174556,0,-0.114493,-0.0169986,-1.54923e-19
789945,6.22208e-07,0.0135355,14.234,207.518,0.0447928,0.0975765,209660,172.983,0.000318933,2.40042,344.515,-0.308839,0.0133125,0.175386,0,-0.113992,-0.0169986,-1.54923e-19
789945,6.2341e-07,0.0135491,14.1819,207.621,0.0446646,0.0977154,209660,173.052,0.000319046,2.40065,344.514,-0.307513,0.014454,0.174264,0,-0.113492,-0.0169986,-1.54923e-19
789945,6.24581e-07,0.0135624,14.133,207.721,0.0445431,0.0978508,209660,173.108,0.000319136,2.40103,344.514,-0.306646,0.0151981,0.17156,0,-0.112992,-0.0169986,-1.54923e-19
789945,6.25726e-07,0.0135753,14.0866,207.817,0.0444273,0.0979836,209660,173.153,0.000319205,2.40152,344.514,-0.306837,0.0156636,0.168044,0,-0.112492,-0.0169986,-1.54923e-19
789945,6.26818e-07,0.0135875,14.0443,207.91,0.0443202,0.09811,209660,173.183,0.000319248,2.40218,344.513,-0.307634,0.0157339,0.163436,0,-0.111992,-0.0169986,-1.54923e-19
789945,6.27947e-07,0.0136,14.0018,208.004,0.0442123,0.0982416,209660,173.208,0.000319281,2.40293,344.513,-0.308603,0.0154467,0.158062,0,-0.111491,-0.0169986,-1.54923e-19
789945,6.29011e-07,0.0136117,13.9632,208.092,0.0441132,0.0983654,209660,173.222,0.000319295,2.40375,344.513,-0.309614,0.0148129,0.151491,0,-0.110991,-0.0169986,-1.54923e-19
789945,6.29993e-07,0.0136225,13.9286,208.174,0.0440236,0.0984798,209660,173.228,0.000319296,2.40461,344.513,-0.310975,0.0137027,0.144318,0,-0.110491,-0.0169986,-1.54923e-19
789945,6.30931e-07,0.0136327,13.8977,208.251,0.0439424,0.0985894,209660,173.219,0.00031927,2.40562,344.513,-0.312364,0.0124926,0.135109,0,-0.109991,-0.0169986,-1.54923e-19
789945,6.319e-07,0.0136432,13.8631,208.33,0.0438538,0.0987029,209660,173.234,0.000319285,2.40634,344.513,-0.312222,0.0112067,0.126951,0,-0.10949,-0.0169986,-1.54923e-19
789945,6.32936e-07,0.0136541,13.8288,208.413,0.0437647,0.098825,209660,173.235,0.000319277,2.40727,344.512,-0.312741,0.00997867,0.117767,0,-0.10899,-0.0169986,-1.54923e-19
789945,6.34084e-07,0.0136659,13.7907,208.502,0.0436666,0.0989612,209660,173.243,0.000319279,2.40819,344.512,-0.312706,0.0082854,0.109034,0,-0.10849,-0.0169986,-1.54923e-19
789945,6.35414e-07,0.0136792,13.7478,208.602,0.0435563,0.0991204,209660,173.253,0.000319286,2.4092,344.512,-0.311596,0.00647448,0.100799,0,-0.10799,-0.0169986,-1.54923e-19
789945,6.36844e-07,0.0136931,13.7027,208.707,0.0434406,0.0992926,209660,173.266,0.000319294,2.41024,344.512,-0.30887,0.00446356,0.0924812,0,-0.107489,-0.0169986,-1.54923e-19
789945,6.38293e-07,0.013707,13.659,208.811,0.0433277,0.0994682,209660,173.27,0.000319289,2.41138,344.512,-0.305808,0.00326673,0.0848464,0,-0.106989,-0.0169986,-1.54923e-19
789944,6.40003e-07,0.0137227,13.6075,208.929,0.0431963,0.0996773,209660,173.288,0.000319306,2.4125,344.511,-0.30122,0.00233158,0.0764823,0,-0.106489,-0.0169986,-1.54923e-19
789944,6.41857e-07,0.0137392,13.554,209.052,0.0430597,0.0999058,209659,173.304,0.000319319,2.4137,344.511,-0.29663,0.001783,0.0682896,0,-0.105989,-0.0169986,-1.54923e-19
789944,6.43879e-07,0.0137566,13.4975,209.183,0.0429156,0.100157,209659,173.321,0.000319332,2.41499,344.511,-0.292416,0.00185787,0.0597591,0,-0.105488,-0.0169986,-1.54923e-19
789944,6.46063e-07,0.0137748,13.4391,209.319,0.0427663,0.10043,209659,173.337,0.000319343,2.41633,344.51,-0.289392,0.00181177,0.0516365,0,-0.104988,-0.0169986,-1.54923e-19
789944,6.48252e-07,0.0137923,13.3845,209.45,0.0426256,0.100706,209659,173.337,0.000319326,2.41785,344.51,-0.285965,0.00203271,0.0429735,0,-0.104488,-0.0169986,-1.54923e-19
789944,6.50648e-07,0.013811,13.3232,209.59,0.0424704,0.101009,209659,173.36,0.000319351,2.41914,344.51,-0.284067,0.00242105,0.0350209,0,-0.103988,-0.0169986,-1.54923e-19
789944,6.52951e-07,0.0138284,13.2688,209.72,0.0423307,0.101303,209659,173.365,0.000319341,2.42058,344.509,-0.282191,0.00287311,0.027034,0,-0.103487,-0.0169986,-1.54923e-19
789944,6.55201e-07,0.0138448,13.218,209.844,0.0421998,0.101591,209659,173.361,0.000319319,2.42206,344.509,-0.280485,0.0037212,0.019158,0,-0.102987,-0.0169986,-1.54923e-19
789944,6.5762e-07,0.0138619,13.1661,209.972,0.0420656,0.101903,209659,173.354,0.000319288,2.42364,344.509,-0.279525,0.00451393,0.0122027,0,-0.102487,-0.0169986,-1.54923e-19
789944,6.60108e-07,0.013879,13.1147,210.1,0.0419324,0.102225,209659,173.341,0.000319247,2.4253,344.509,-0.278897,0.0048177,0.00648379,0,-0.101987,-0.0169986,-1.54923e-19
789944,6.628e-07,0.0138968,13.0618,210.233,0.0417948,0.102576,209659,173.325,0.000319199,2.42707,344.508,-0.278535,0.00533641,0.00264066,0,-0.101487,-0.0169986,-1.54923e-19
789944,6.65778e-07,0.0139159,13.0043,210.376,0.041646,0.102966,209659,173.31,0.000319153,2.42894,344.508,-0.278388,0.005582,0.00071502,0,-0.100986,-0.0169986,-1.54923e-19
789944,6.69113e-07,0.0139365,12.9423,210.53,0.0414859,0.103405,209659,173.296,0.000319108,2.43091,344.508,-0.278255,0.00547739,0.0010406,0,-0.100486,-0.0169986,-1.54923e-19
789944,6.72654e-07,0.0139574,12.8808,210.686,0.0413261,0.103874,209659,173.273,0.000319045,2.43304,344.508,-0.278553,0.0060185,0.00351739,0,-0.0999858,-0.0169986,-1.54923e-19
789944,6.76641e-07,0.0139805,12.8099,210.859,0.0411448,0.104404,209659,173.268,0.000319013,2.4351,344.507,-0.280673,0.00587909,0.00772276,0,-0.0994856,-0.0169986,-1.54923e-19
789944,6.80901e-07,0.0140033,12.7419,211.029,0.0409696,0.104975,209658,173.248,0.000318954,2.43736,344.507,-0.282746,0.00559863,0.0133145,0,-0.0989854,-0.0169986,-1.54923e-19
789944,6.85445e-07,0.0140265,12.6724,211.202,0.0407912,0.105588,209658,173.233,0.000318903,2.43958,344.507,-0.286409,0.00519042,0.0195565,0,-0.0984851,-0.0169986,-1.54923e-19
789944,6.89934e-07,0.0140476,12.6113,211.36,0.0406327,0.106199,209658,173.2,0.000318822,2.44187,344.507,-0.290359,0.004156,0.0255918,0,-0.0979849,-0.0169986,-1.54923e-19
789944,6.94212e-07,0.014066,12.5616,211.496,0.0405013,0.106787,209658,173.15,0.000318711,2.44416,344.507,-0.294133,0.00302927,0.0304299,0,-0.0974847,-0.0169986,-1.54923e-19
789944,6.97992e-07,0.0140806,12.5257,211.606,0.0404029,0.107312,209658,173.081,0.00031857,2.44641,344.507,-0.298097,0.001568,0.0336483,0,-0.0969844,-0.0169986,-1.54923e-19
789944,7.00922e-07,0.0140898,12.5098,211.675,0.0403519,0.107726,209658,172.986,0.000318386,2.44856,344.507,-0.3009,-0.0010237,0.0346828,0,-0.0964842,-0.0169986,-1.54923e-19
789944,7.02861e-07,0.0140935,12.514,211.705,0.0403492,0.10801,209658,172.867,0.000318165,2.45059,344.507,-0.301205,-0.00289557,0.0336077,0,-0.095984,-0.0169986,-1.54923e-19
789945,7.03282e-07,0.0140893,12.547,211.676,0.0404153,0.108092,209658,172.713,0.000317887,2.45244,344.508,-0.299448,-0.00604902,0.0305553,0,-0.0954837,-0.0169986,-1.54923e-19
789945,7.02453e-07,0.0140789,12.602,211.602,0.0405343,0.108004,209658,172.536,0.000317573,2.4541,344.508,-0.292446,-0.00989806,0.025935,0,-0.0949835,-0.0169986,-1.54923e-19
789945,7.00069e-07,0.0140606,12.6874,211.469,0.0407265,0.107706,209659,172.316,0.000317188,2.45568,344.509,-0.280061,-0.012488,0.0192769,0,-0.0944832,-0.0169986,-1.54923e-19
789945,6.97293e-07,0.0140426,12.7663,211.34,0.0409047,0.10735,209659,172.134,0.000316872,2.45677,344.51,-0.266495,-0.0154247,0.0133446,0,-0.093983,-0.0169986,-1.54923e-19
789945,6.93854e-07,0.0140213,12.8583,211.184,0.0411154,0.106902,209659,171.934,0.000316525,2.45782,344.511,-0.247138,-0.0176341,0.00617528,0,-0.0934828,-0.0169986,-1.54923e-19
789945,6.89975e-07,0.0139988,12.952,211.02,0.0413324,0.10639,209659,171.749,0.000316208,2.45855,344.511,-0.225126,-0.0175773,-0.00146503,0,-0.0929825,-0.0169986,-1.54923e-19
789945,6.86109e-07,0.013977,13.0415,210.86,0.041541,0.105877,209659,171.58,0.00031592,2.4591,344.512,-0.203195,-0.0169455,-0.00871298,0,-0.0924823,-0.0169986,-1.54923e-19
789945,6.82627e-07,0.0139573,13.1195,210.715,0.0417253,0.105414,209659,171.451,0.000315703,2.45925,344.513,-0.181231,-0.0144915,-0.0151098,0,-0.0919821,-0.0169986,-1.54923e-19
789945,6.79155e-07,0.0139378,13.1927,210.572,0.0419009,0.104952,209660,171.351,0.000315538,2.45901,344.513,-0.162166,-0.0107571,-0.0198948,0,-0.0914818,-0.0169986,-1.54923e-19
789945,6.75791e-07,0.013919,13.2606,210.433,0.042066,0.104503,209660,171.277,0.000315421,2.45845,344.514,-0.146744,-0.00528304,-0.0226131,0,-0.0909816,-0.0169986,-1.54923e-19
789945,6.72961e-07,0.0139028,13.3179,210.313,0.0422067,0.104127,209660,171.221,0.000315335,2.45784,344.514,-0.137301,-0.00137333,-0.0228193,0,-0.0904814,-0.0169986,-1.54923e-19
789945,6.7008e-07,0.0138862,13.3785,210.191,0.0423535,0.103745,209660,171.15,0.00031522,2.45744,344.515,-0.130532,0.00279843,-0.020838,0,-0.0899811,-0.0169986,-1.54923e-19
789945,6.67445e-07,0.0138715,13.4317,210.082,0.0424828,0.103393,209660,171.091,0.000315127,2.457,344.515,-0.130366,0.00731029,-0.015801,0,-0.0894809,-0.0169986,-1.54923e-19
789945,6.66396e-07,0.0138647,13.4642,210.033,0.0425555,0.103256,209660,171.003,0.000314972,2.4577,344.516,-0.134404,0.00873645,-0.0097369,0,-0.0889807,-0.0169986,-1.54923e-19
789945,6.66273e-07,0.0138627,13.4795,210.02,0.0425859,0.103246,209660,170.933,0.000314846,2.45854,344.516,-0.141638,0.00996276,-0.00236706,0,-0.0884804,-0.0169986,-1.54923e-19
789945,6.67774e-07,0.0138683,13.4751,210.063,0.0425621,0.103458,209660,170.834,0.000314659,2.46047,344.516,-0.152368,0.0104123,0.00364709,0,-0.0879802,-0.0169986,-1.54923e-19
789946,6.70539e-07,0.0138802,13.4606,210.154,0.0425038,0.103843,209660,170.665,0.000314336,2.46398,344.516,-0.166382,0.00870019,0.00702824,0,-0.0874799,-0.0169986,-1.54923e-19
789946,6.72249e-07,0.0138873,13.4754,210.211,0.0425077,0.104082,209660,170.387,0.000313817,2.46868,344.517,-0.18168,0.00620634,0.00666602,0,-0.0869797,-0.0169986,-1.54923e-19
789946,6.72172e-07,0.0138887,13.5304,210.227,0.0425955,0.104065,209660,169.939,0.000312995,2.47537,344.518,-0.197733,0.00258052,0.00140018,0,-0.0864795,-0.0169986,-1.54923e-19
789946,6.70704e-07,0.013885,13.6132,210.206,0.0427443,0.103853,209661,169.4,0.000312007,2.48301,344.519,-0.212042,-0.000958098,-0.00779532,0,-0.0859792,-0.0169986,-1.54923e-19
789946,6.69312e-07,0.0138826,13.6942,210.194,0.0428868,0.103647,209661,168.849,0.000310997,2.49098,344.52,-0.224219,-0.00342819,-0.0196471,0,-0.085479,-0.0169986,-1.54923e-19
789947,6.68786e-07,0.0138815,13.753,210.19,0.0429881,0.103571,209661,168.432,0.000310232,2.4971,344.521,-0.232941,-0.0036133,-0.0306392,0,-0.0849788,-0.0169986,-1.54923e-19
789947,6.69175e-07,0.0138826,13.7848,210.202,0.0430377,0.103627,209661,168.168,0.000309746,2.50118,344.521,-0.238437,-0.001554,-0.0382054,0,-0.0844785,-0.0169986,-1.54923e-19
789947,6.68706e-07,0.0138738,13.8226,210.137,0.0431253,0.103588,209661,168.087,0.000309606,2.50158,344.521,-0.243728,0.00264147,-0.0391977,0,-0.0839783,-0.0169986,-1.54923e-19
789947,6.67382e-07,0.0138594,13.8658,210.028,0.0432382,0.103436,209661,168.1,0.000309643,2.5001,344.521,-0.248299,0.00703453,-0.0337545,0,-0.0834781,-0.0169986,-1.54923e-19
789947,6.65038e-07,0.0138374,13.917,209.862,0.0433864,0.103155,209661,168.228,0.0003099,2.4962,344.522,-0.254252,0.0112706,-0.0212907,0,-0.0829778,-0.0169986,-1.54923e-19
789947,6.63161e-07,0.0138165,13.956,209.703,0.0435109,0.102941,209661,168.424,0.00031028,2.49141,344.521,-0.263465,0.0145122,-0.00562719,0,-0.0824776,-0.0169986,-1.54923e-19
789946,6.62609e-07,0.0138021,13.9651,209.591,0.0435666,0.102909,209661,168.694,0.000310789,2.4861,344.521,-0.279152,0.0179974,0.0136473,0,-0.0819773,-0.0169986,-1.54923e-19
789946,6.63616e-07,0.0137989,13.9433,209.563,0.0435388,0.103077,209661,168.935,0.000311235,2.48222,344.52,-0.303834,0.0212006,0.0372568,0,-0.0814771,-0.0169986,-1.54923e-19
789946,6.68347e-07,0.0138246,13.8519,209.753,0.0433127,0.103714,209661,169.025,0.000311375,2.48316,344.52,-0.340105,0.023188,0.0694706,0,-0.0809769,-0.0169986,-1.54923e-19
789946,6.79811e-07,0.0139006,13.6469,210.323,0.0427583,0.105198,209661,168.798,0.000310885,2.49326,344.519,-0.387508,0.0235779,0.105757,0,-0.0804766,-0.0169986,-1.54923e-19
789947,7.01611e-07,0.0140518,13.2716,211.452,0.0417238,0.10797,209660,168.121,0.000309498,2.51684,344.518,-0.459203,0.0285528,0.130623,0,-0.0799764,-0.0169986,-1.54923e-19
789947,7.28451e-07,0.0142443,12.8167,212.886,0.0404597,0.111327,209660,167.109,0.000307457,2.5493,344.517,-0.550886,0.0327754,0.119221,0,-0.0794762,-0.0169986,-1.54923e-19
789947,7.56054e-07,0.0144451,12.3554,214.371,0.039181,0.114724,209660,165.987,0.000305212,2.5845,344.516,-0.646632,0.0208054,0.0597479,0,-0.0789759,-0.0169986,-1.54923e-19
789948,7.8316e-07,0.0146469,11.9029,215.859,0.0379252,0.118014,209660,164.795,0.000302839,2.62132,344.515,-0.727619,-0.00147899,-0.0175559,0,-0.0784757,-0.0169986,-1.54923e-19
789948,8.05934e-07,0.0148111,11.5328,217.064,0.0369104,0.120781,209659,163.854,0.000300965,2.65103,344.514,-0.770909,-0.0189526,-0.0852293,0,-0.0779755,-0.0169986,-1.54923e-19
789948,8.2434e-07,0.014936,11.2463,217.975,0.0361389,0.12303,209659,163.19,0.000299635,2.67302,344.514,-0.785374,-0.0266852,-0.138895,0,-0.0774752,-0.0169986,-1.54923e-19
789948,8.4072e-07,0.0150421,11.0004,218.748,0.0354828,0.125044,209659,162.651,0.00029855,2.69137,344.513,-0.78599,-0.0307227,-0.186028,0,-0.076975,-0.0169986,-1.54923e-19
789949,8.54359e-07,0.0151257,10.8034,219.353,0.0349657,0.126728,209659,162.257,0.000297755,2.70537,344.513,-0.769678,-0.0344987,-0.230917,0,-0.0764748,-0.0169986,-1.54923e-19
789949,8.67306e-07,0.0152021,10.623,219.905,0.0344953,0.128331,209659,161.904,0.00029704,2.71809,344.512,-0.74385,-0.0375982,-0.271025,0,-0.0759745,-0.0169986,-1.54923e-19
789949,8.78418e-07,0.0152644,10.475,220.353,0.034113,0.129713,209659,161.629,0.000296481,2.72827,344.512,-0.70899,-0.03768,-0.305142,0,-0.0754743,-0.0169986,-1.54923e-19
789949,8.89823e-07,0.0153215,10.339,220.763,0.0337638,0.131155,209658,161.383,0.000295981,2.73752,344.511,-0.671791,-0.0327234,-0.330281,0,-0.074974,-0.0169986,-1.54923e-19
789949,9.00761e-07,0.0153672,10.228,221.09,0.0334819,0.132571,209658,161.203,0.000295611,2.74465,344.511,-0.627567,-0.0236934,-0.342792,0,-0.0744738,-0.0169986,-1.54923e-19
789949,9.10799e-07,0.015413,10.1214,221.418,0.0332081,0.133849,209658,160.989,0.000295179,2.75239,344.51,-0.593691,-0.0153307,-0.345904,0,-0.0739736,-0.0169986,-1.54923e-19
789949,9.19154e-07,0.0154504,10.0363,221.685,0.0329881,0.134913,209658,160.801,0.000294804,2.75893,344.51,-0.554213,-0.00544365,-0.329549,0,-0.0734733,-0.0169986,-1.54923e-19
789949,9.23792e-07,0.015481,9.97251,221.904,0.0328184,0.135459,209658,160.607,0.000294421,2.76501,344.51,-0.521048,0.00306626,-0.292406,0,-0.0729731,-0.0169986,-1.54923e-19
789949,9.25848e-07,0.0155064,9.92336,222.086,0.0326841,0.135649,209658,160.415,0.000294049,2.77058,344.51,-0.497881,0.00964764,-0.243609,0,-0.0724729,-0.0169986,-1.54923e-19
789949,9.26383e-07,0.0155248,9.89001,222.218,0.032591,0.135647,209658,160.261,0.000293752,2.77489,344.51,-0.490327,0.0154562,-0.190265,0,-0.0719726,-0.0169986,-1.54923e-19
789949,9.27051e-07,0.0155385,9.86352,222.316,0.0325191,0.135684,209658,160.159,0.000293553,2.77789,344.51,-0.498247,0.0178904,-0.148998,0,-0.0714724,-0.0169986,-1.54923e-19
789949,9.27721e-07,0.0155458,9.84722,222.369,0.0324774,0.135749,209658,160.121,0.000293476,2.77921,344.51,-0.517574,0.0153945,-0.125108,0,-0.0709722,-0.0169986,-1.54923e-19
789949,9.288e-07,0.0155498,9.83487,222.397,0.0324492,0.135888,209658,160.125,0.000293481,2.77949,344.51,-0.537873,0.00976634,-0.116489,0,-0.0704719,-0.0169986,-1.54923e-19
789949,9.29918e-07,0.0155511,9.82759,222.405,0.0324351,0.136045,209658,160.152,0.00029353,2.77912,344.51,-0.552863,0.00295185,-0.116805,0,-0.0699717,-0.0169986,-1.54923e-19
789949,9.30679e-07,0.0155502,9.8255,222.399,0.0324336,0.13616,209658,160.186,0.000293593,2.77845,344.51,-0.561254,-0.00294003,-0.119861,0,-0.0694714,-0.0169986,-1.54923e-19
789949,9.34376e-07,0.0155496,9.82158,222.394,0.0324279,0.136704,209658,160.228,0.000293669,2.77768,344.51,-0.556659,-0.00906159,-0.124411,0,-0.0689712,-0.0169986,-1.54923e-19
789949,9.36334e-07,0.0155459,9.82902,222.368,0.0324471,0.137008,209658,160.253,0.000293719,2.77691,344.51,-0.552904,-0.0159308,-0.127865,0,-0.068471,-0.0169986,-1.54923e-19
789949,9.43396e-07,0.0155431,9.83366,222.348,0.0324584,0.138055,209658,160.277,0.000293764,2.77627,344.51,-0.536752,-0.0232791,-0.132339,0,-0.0679707,-0.0169986,-1.54923e-19
789949,9.57002e-07,0.0155411,9.83898,222.333,0.0324672,0.140057,209658,160.277,0.000293767,2.77611,344.51,-0.512762,-0.0312802,-0.13896,0,-0.0674705,-0.0169986,-1.54923e-19
789949,9.74947e-07,0.0155394,9.84522,222.322,0.0324751,0.142692,209658,160.261,0.000293737,2.77629,344.51,-0.483493,-0.0379817,-0.148257,0,-0.0669703,-0.0169986,-1.54923e-19
789949,9.9808e-07,0.0155383,9.85199,222.315,0.032481,0.146084,209658,160.225,0.000293673,2.77687,344.51,-0.448444,-0.0435946,-0.160641,0,-0.06647,-0.0169986,-1.54923e-19
789949,1.01788e-06,0.0155355,9.86166,222.295,0.0324965,0.148997,209658,160.209,0.000293645,2.77693,344.51,-0.41163,-0.045486,-0.174813,0,-0.0659698,-0.0169986,-1.54923e-19
789949,1.03027e-06,0.01553,9.87031,222.257,0.0325183,0.150836,209658,160.258,0.000293741,2.77561,344.51,-0.375338,-0.0423621,-0.189641,0,-0.0654696,-0.0169986,-1.54923e-19
789949,1.02974e-06,0.0155214,9.87623,222.193,0.0325471,0.150801,209658,160.406,0.000294017,2.77228,344.51,-0.345915,-0.0358225,-0.203522,0,-0.0649693,-0.0169986,-1.54923e-19
789949,1.022e-06,0.0155114,9.87252,222.119,0.0325663,0.149715,209658,160.657,0.000294485,2.767,344.51,-0.323507,-0.0266312,-0.214576,0,-0.0644691,-0.0169986,-1.54923e-19
789949,1.00452e-06,0.0155019,9.85471,222.047,0.0325659,0.147198,209658,161.009,0.000295138,2.76001,344.509,-0.315212,-0.017265,-0.224707,0,-0.0639689,-0.0169986,-1.54923e-19
789949,9.93257e-07,0.0154955,9.82191,221.996,0.0325334,0.145576,209658,161.403,0.000295863,2.75263,344.508,-0.313631,-0.0109553,-0.229363,0,-0.0634686,-0.0169986,-1.54923e-19
789949,9.84071e-07,0.0154913,9.78017,221.96,0.0324817,0.144246,209658,161.816,0.000296622,2.74515,344.507,-0.31956,-0.00595666,-0.229875,0,-0.0629684,-0.0169986,-1.54923e-19
789948,9.78032e-07,0.0154851,9.74757,221.911,0.0324474,0.143387,209658,162.203,0.000297335,2.73798,344.507,-0.328091,-0.00157091,-0.225863,0,-0.0624681,-0.0169986,-1.54923e-19
